num_os;cod_inst;tipo_inst;situacao;condicao;data_med;valor;unidade
419;vazao_01;medidor de vazao;Realizada;;02/02/2009 10:00;0,46522;LPS
419;vazao_02;medidor de vazao;Realizada;;02/02/2009 10:00;3,44789;LPS
419;vazao_03;medidor de vazao;Realizada;;02/02/2009 10:00;1,37335;LPS
457;vazao_01;medidor de vazao;Realizada;;02/07/2008 09:00;1,26667;LPS
457;vazao_02;medidor de vazao;Realizada;;02/07/2008 09:00;0,46389;LPS
457;vazao_03;medidor de vazao;Realizada;;02/07/2008 09:00;3,44722;LPS
457;regua;regua do reservatorio;Realizada;;02/07/2008 09:00;966,68;m
457;piez_01;piezometro;Realizada;SECO;30/07/2008 09:00;;
457;piez_05;piezometro;Realizada;;30/07/2008 09:00;939,116;m
457;piez_06;piezometro;Realizada;SECO;30/07/2008 09:00;;
457;piez_07;piezometro;Realizada;;30/07/2008 09:00;927,624;m
457;piez_09;piezometro;Realizada;SECO;30/07/2008 09:00;;
457;piez_10;piezometro;Realizada;SECO;30/07/2008 09:00;;
457;piez_11;piezometro;Realizada;;30/07/2008 09:00;919,691;m
457;piez_12;piezometro;Realizada;SECO;30/07/2008 09:00;;
457;piez_13;piezometro;Realizada;SECO;30/07/2008 09:00;;
457;piez_14;piezometro;Realizada;;30/07/2008 09:00;924,411;m
457;piez_15;piezometro;Realizada;SECO;30/07/2008 09:00;;
457;piez_16;piezometro;Realizada;SECO;30/07/2008 09:00;;
457;piez_18;piezometro;Realizada;SECO;30/07/2008 09:00;;
457;piez_20;piezometro;Realizada;;30/07/2008 09:00;967,37200;m
1192;piez_01;piezometro;Realizada;SECO;27/04/2009 10:00;;
1192;piez_02;piezometro;Realizada;;27/04/2009 10:00;928,58;m
1192;piez_03;piezometro;Não Realizada;;27/04/2009 10:00;;
1192;piez_04;piezometro;Não Realizada;;27/04/2009 10:00;;
1192;piez_05;piezometro;Realizada;;27/04/2009 10:00;939,766;m
1192;piez_06;piezometro;Realizada;SECO;27/04/2009 10:00;;
1192;piez_07;piezometro;Realizada;;27/04/2009 10:00;963,374;m
1192;piez_08;piezometro;Realizada;;27/04/2009 10:00;919,856;m
1192;piez_09;piezometro;Realizada;SECO;27/04/2009 10:00;;
1192;piez_10;piezometro;Realizada;SECO;27/04/2009 10:00;;
1192;piez_11;piezometro;Realizada;;27/04/2009 10:00;920,131;m
1192;piez_12;piezometro;Realizada;SECO;27/04/2009 10:00;;
1192;piez_13;piezometro;Realizada;SECO;27/04/2009 10:00;;
1192;piez_14;piezometro;Realizada;;27/04/2009 10:00;925,131;m
1192;piez_15;piezometro;Realizada;SECO;27/04/2009 10:00;;
1192;piez_16;piezometro;Realizada;SECO;27/04/2009 10:00;;
1192;piez_17;piezometro;Não Realizada;;27/04/2009 10:00;;
1192;piez_19;piezometro;Realizada;;27/04/2009 10:00;968,934;m
1192;piez_20;piezometro;Realizada;;27/04/2009 10:00;968,572;m
4708;piez_01;piezometro;Não Realizada;;10/02/2005 07:40;;
4708;piez_02;piezometro;Realizada;;10/02/2005 07:40;911,91000;m
4708;piez_05;piezometro;Realizada;;10/02/2005 07:40;937,946;m
4708;piez_06;piezometro;Não Realizada;;10/02/2005 07:40;;
4708;piez_07;piezometro;Não Realizada;;10/02/2005 07:40;;
4708;piez_08;piezometro;Realizada;;10/02/2005 07:40;919,236;m
4708;piez_09;piezometro;Realizada;;10/02/2005 08:01;968,138;m
4708;piez_10;piezometro;Não Realizada;;10/02/2005 08:01;;
4708;piez_11;piezometro;Não Realizada;;10/02/2005 08:01;;
4708;piez_12;piezometro;Não Realizada;;10/02/2005 08:01;;
4708;piez_13;piezometro;Não Realizada;;10/02/2005 08:01;;
4708;piez_14;piezometro;Realizada;;10/02/2005 08:01;924,111;m
4708;piez_15;piezometro;Não Realizada;;10/02/2005 08:01;;
4708;piez_16;piezometro;Realizada;;10/02/2005 08:50;955,305;m
4708;piez_19;piezometro;Realizada;;10/02/2005 08:50;961,894;m
4708;piez_20;piezometro;Realizada;;10/02/2005 08:50;963,532;m
4708;regua;regua do reservatorio;Realizada;;10/02/2005 09:00;961,18;m
4709;piez_01;piezometro;Não Realizada;;10/03/2005 07:40;;
4709;piez_02;piezometro;Realizada;;10/03/2005 07:40;915,67000;m
4709;piez_05;piezometro;Realizada;;10/03/2005 07:40;937,986;m
4709;piez_06;piezometro;Não Realizada;;10/03/2005 07:40;;
4709;piez_07;piezometro;Realizada;;10/03/2005 07:40;923,624;m
4709;piez_09;piezometro;Não Realizada;;10/03/2005 08:01;;
4709;piez_10;piezometro;Não Realizada;;10/03/2005 08:01;;
4709;piez_12;piezometro;Realizada;;10/03/2005 08:01;934,178;m
4709;piez_13;piezometro;Não Realizada;;10/03/2005 08:01;;
4709;piez_14;piezometro;Realizada;;10/03/2005 08:01;924,151;m
4709;piez_15;piezometro;Não Realizada;;10/03/2005 08:01;;
4709;piez_16;piezometro;Realizada;;10/03/2005 08:50;955,19500;m
4709;piez_19;piezometro;Realizada;;10/03/2005 08:50;961,954;m
4709;piez_20;piezometro;Realizada;;10/03/2005 08:50;963,662;m
4709;piez_11;piezometro;Realizada;;10/03/2005 09:00;920,281;m
4709;regua;regua do reservatorio;Realizada;;10/03/2005 09:00;962,97;m
4710;piez_01;piezometro;Não Realizada;;11/04/2005 07:40;;
4710;piez_02;piezometro;Realizada;;11/04/2005 07:40;916,07;m
4710;piez_05;piezometro;Realizada;;11/04/2005 07:40;938,036;m
4710;piez_06;piezometro;Não Realizada;;11/04/2005 07:40;;
4710;piez_07;piezometro;Realizada;;11/04/2005 07:40;924,284;m
4710;piez_08;piezometro;Realizada;;11/04/2005 07:40;918,716;m
4710;piez_09;piezometro;Realizada;;11/04/2005 08:01;968,128;m
4710;piez_10;piezometro;Não Realizada;;11/04/2005 08:01;;
4710;piez_11;piezometro;Realizada;;11/04/2005 08:01;920,161;m
4710;piez_12;piezometro;Realizada;;11/04/2005 08:01;934,128;m
4710;piez_13;piezometro;Não Realizada;;11/04/2005 08:01;;
4710;piez_14;piezometro;Realizada;;11/04/2005 08:01;923,931;m
4710;piez_15;piezometro;Não Realizada;;11/04/2005 08:50;;
4710;piez_16;piezometro;Realizada;;11/04/2005 08:50;955,265;m
4710;piez_19;piezometro;Realizada;;11/04/2005 08:50;961,904;m
4710;piez_20;piezometro;Realizada;;11/04/2005 08:50;963,552;m
4710;regua;regua do reservatorio;Realizada;;11/04/2005 09:00;963,5;m
4711;piez_01;piezometro;Não Realizada;;06/05/2005 07:40;;
4711;piez_02;piezometro;Realizada;;06/05/2005 07:40;916,17000;m
4711;piez_05;piezometro;Realizada;;06/05/2005 07:40;937,906;m
4711;piez_06;piezometro;Não Realizada;;06/05/2005 07:40;;
4711;piez_07;piezometro;Realizada;;06/05/2005 07:40;927,244;m
4711;piez_08;piezometro;Realizada;;06/05/2005 07:40;918,586;m
4711;piez_09;piezometro;Não Realizada;;06/05/2005 08:01;;
4711;piez_10;piezometro;Não Realizada;;06/05/2005 08:01;;
4711;piez_11;piezometro;Realizada;;06/05/2005 08:01;920,101;m
4711;piez_12;piezometro;Realizada;;06/05/2005 08:01;934,088;m
4711;piez_13;piezometro;Não Realizada;;06/05/2005 08:01;;
4711;piez_14;piezometro;Realizada;;06/05/2005 08:01;924,101;m
4711;piez_15;piezometro;Não Realizada;;06/05/2005 08:50;;
4711;piez_16;piezometro;Realizada;;06/05/2005 08:50;955,19500;m
4711;piez_19;piezometro;Realizada;;06/05/2005 08:50;961,85400;m
4711;piez_20;piezometro;Realizada;;06/05/2005 08:50;963,50200;m
4711;regua;regua do reservatorio;Realizada;;06/05/2005 09:00;963,63;m
4712;piez_01;piezometro;Não Realizada;;10/06/2005 07:40;;
4712;piez_02;piezometro;Realizada;;10/06/2005 07:40;915,87;m
4712;piez_05;piezometro;Realizada;;10/06/2005 07:40;938,096;m
4712;piez_06;piezometro;Não Realizada;;10/06/2005 07:40;;
4712;piez_07;piezometro;Realizada;;10/06/2005 07:40;927,274;m
4712;piez_08;piezometro;Realizada;;10/06/2005 07:40;918,606;m
4712;piez_09;piezometro;Não Realizada;;10/06/2005 08:01;;
4712;piez_10;piezometro;Não Realizada;;10/06/2005 08:01;;
4712;piez_11;piezometro;Realizada;;10/06/2005 08:01;920,851;m
4712;piez_12;piezometro;Não Realizada;;10/06/2005 08:01;;
4712;piez_13;piezometro;Não Realizada;;10/06/2005 08:01;;
4712;piez_14;piezometro;Realizada;;10/06/2005 08:01;924,811;m
4712;piez_15;piezometro;Não Realizada;;10/06/2005 08:50;;
4712;piez_16;piezometro;Não Realizada;;10/06/2005 08:50;;
4712;piez_19;piezometro;Realizada;;10/06/2005 08:50;961,914;m
4712;piez_20;piezometro;Realizada;;10/06/2005 08:50;963,542;m
4712;regua;regua do reservatorio;Realizada;;10/06/2005 09:00;963,42;m
4713;piez_01;piezometro;Não Realizada;;25/07/2005 07:40;;
4713;piez_02;piezometro;Realizada;;25/07/2005 07:40;915,86;m
4713;piez_05;piezometro;Realizada;;25/07/2005 07:40;937,966;m
4713;piez_06;piezometro;Não Realizada;;25/07/2005 07:40;;
4713;piez_07;piezometro;Realizada;;25/07/2005 07:40;927,214;m
4713;piez_08;piezometro;Realizada;;25/07/2005 07:40;918,16600;m
4713;piez_09;piezometro;Não Realizada;;25/07/2005 08:01;;
4713;piez_10;piezometro;Não Realizada;;25/07/2005 08:01;;
4713;piez_11;piezometro;Realizada;;25/07/2005 08:01;919,631;m
4713;piez_12;piezometro;Não Realizada;;25/07/2005 08:01;;
4713;piez_13;piezometro;Não Realizada;;25/07/2005 08:01;;
4713;piez_14;piezometro;Realizada;;25/07/2005 08:01;924,691;m
4713;piez_15;piezometro;Não Realizada;;25/07/2005 08:50;;
4713;piez_16;piezometro;Não Realizada;;25/07/2005 08:50;;
4713;piez_19;piezometro;Realizada;;25/07/2005 08:50;963,014;m
4713;piez_20;piezometro;Realizada;;25/07/2005 08:50;965,052;m
4713;regua;regua do reservatorio;Realizada;;25/07/2005 09:00;963,0;m
4714;piez_01;piezometro;Não Realizada;;17/08/2005 07:40;;
4714;piez_02;piezometro;Realizada;;17/08/2005 07:40;916,06000;m
4714;piez_05;piezometro;Realizada;;17/08/2005 07:40;937,906;m
4714;piez_06;piezometro;Não Realizada;;17/08/2005 07:40;;
4714;piez_07;piezometro;Realizada;;17/08/2005 07:40;927,184;m
4714;piez_08;piezometro;Realizada;;17/08/2005 07:40;918,126;m
4714;piez_09;piezometro;Não Realizada;;17/08/2005 08:01;;
4714;piez_10;piezometro;Não Realizada;;17/08/2005 08:01;;
4714;piez_11;piezometro;Realizada;;17/08/2005 08:01;919,661;m
4714;piez_12;piezometro;Não Realizada;;17/08/2005 08:01;;
4714;piez_13;piezometro;Não Realizada;;17/08/2005 08:01;;
4714;piez_14;piezometro;Realizada;;17/08/2005 08:01;924,191;m
4714;piez_15;piezometro;Não Realizada;;17/08/2005 08:50;;
4714;piez_16;piezometro;Não Realizada;;17/08/2005 08:50;;
4714;piez_19;piezometro;Realizada;;17/08/2005 08:50;962,954;m
4714;piez_20;piezometro;Realizada;;17/08/2005 09:00;965,00200;m
4714;regua;regua do reservatorio;Realizada;;17/08/2005 09:00;962,05;m
4715;piez_01;piezometro;Não Realizada;;05/09/2005 09:00;;
4715;piez_02;piezometro;Realizada;;05/09/2005 09:00;915,49;m
4715;piez_05;piezometro;Realizada;;05/09/2005 09:00;938,41600;m
4715;piez_06;piezometro;Não Realizada;;05/09/2005 09:00;;
4715;piez_07;piezometro;Realizada;;05/09/2005 09:00;927,114;m
4715;piez_08;piezometro;Realizada;;05/09/2005 09:00;917,966;m
4715;piez_09;piezometro;Não Realizada;;05/09/2005 09:00;;
4715;piez_10;piezometro;Não Realizada;;05/09/2005 09:00;;
4715;piez_11;piezometro;Realizada;;05/09/2005 09:00;919,491;m
4715;piez_12;piezometro;Não Realizada;;05/09/2005 09:00;;
4715;piez_13;piezometro;Não Realizada;;05/09/2005 09:00;;
4715;piez_14;piezometro;Realizada;;05/09/2005 09:00;924,021;m
4715;piez_15;piezometro;Não Realizada;;05/09/2005 09:00;;
4715;piez_16;piezometro;Não Realizada;;05/09/2005 09:00;;
4715;piez_18;piezometro;Não Realizada;;05/09/2005 09:00;;
4715;piez_19;piezometro;Realizada;;05/09/2005 09:00;962,894;m
4715;piez_20;piezometro;Realizada;;05/09/2005 09:00;964,902;m
4715;regua;regua do reservatorio;Realizada;;05/09/2005 09:00;962,62;m
4716;piez_01;piezometro;Não Realizada;;17/10/2005 09:00;;
4716;piez_02;piezometro;Realizada;;17/10/2005 09:00;915,62;m
4716;piez_05;piezometro;Realizada;;17/10/2005 09:00;938,306;m
4716;piez_06;piezometro;Não Realizada;;17/10/2005 09:00;;
4716;piez_07;piezometro;Realizada;;17/10/2005 09:00;927,254;m
4716;piez_08;piezometro;Realizada;;17/10/2005 09:00;917,826;m
4716;piez_09;piezometro;Não Realizada;;17/10/2005 09:00;;
4716;piez_10;piezometro;Não Realizada;;17/10/2005 09:00;;
4716;piez_11;piezometro;Realizada;;17/10/2005 09:00;919,271;m
4716;piez_12;piezometro;Não Realizada;;17/10/2005 09:00;;
4716;piez_13;piezometro;Não Realizada;;17/10/2005 09:00;;
4716;piez_14;piezometro;Realizada;;17/10/2005 09:00;923,851;m
4716;piez_15;piezometro;Não Realizada;;17/10/2005 09:00;;
4716;piez_16;piezometro;Não Realizada;;17/10/2005 09:00;;
4716;piez_18;piezometro;Não Realizada;;17/10/2005 09:00;;
4716;piez_19;piezometro;Realizada;;17/10/2005 09:00;962,624;m
4716;piez_20;piezometro;Realizada;;17/10/2005 09:00;964,782;m
4716;regua;regua do reservatorio;Realizada;;17/10/2005 09:00;962,75;m
4717;piez_01;piezometro;Não Realizada;;08/11/2005 09:00;;
4717;piez_02;piezometro;Realizada;;08/11/2005 09:00;915,53000;m
4717;piez_05;piezometro;Realizada;;08/11/2005 09:00;938,106;m
4717;piez_06;piezometro;Não Realizada;;08/11/2005 09:00;;
4717;piez_07;piezometro;Realizada;;08/11/2005 09:00;927,554;m
4717;piez_08;piezometro;Realizada;;08/11/2005 09:00;917,936;m
4717;piez_09;piezometro;Não Realizada;;08/11/2005 09:00;;
4717;piez_10;piezometro;Não Realizada;;08/11/2005 09:00;;
4717;piez_11;piezometro;Realizada;;08/11/2005 09:00;919,381;m
4717;piez_12;piezometro;Não Realizada;;08/11/2005 09:00;;
4717;piez_13;piezometro;Não Realizada;;08/11/2005 09:00;;
4717;piez_14;piezometro;Realizada;;08/11/2005 09:00;923,891;m
4717;piez_15;piezometro;Não Realizada;;08/11/2005 09:00;;
4717;piez_16;piezometro;Não Realizada;;08/11/2005 09:00;;
4717;piez_18;piezometro;Não Realizada;;08/11/2005 09:00;;
4717;piez_19;piezometro;Realizada;;08/11/2005 09:00;962,804;m
4717;piez_20;piezometro;Realizada;;08/11/2005 09:00;964,522;m
4717;regua;regua do reservatorio;Realizada;;08/11/2005 09:00;962,54;m
4718;piez_05;piezometro;Realizada;;09/12/2005 09:00;938,356;m
4718;piez_06;piezometro;Não Realizada;;09/12/2005 09:00;;
4718;piez_07;piezometro;Realizada;;09/12/2005 09:00;927,394;m
4718;piez_09;piezometro;Não Realizada;;09/12/2005 09:00;;
4718;piez_10;piezometro;Não Realizada;;09/12/2005 09:00;;
4718;piez_11;piezometro;Realizada;;09/12/2005 09:00;920,141;m
4718;piez_12;piezometro;Não Realizada;;09/12/2005 09:00;;
4718;piez_13;piezometro;Não Realizada;;09/12/2005 09:00;;
4718;piez_14;piezometro;Realizada;;09/12/2005 09:00;924,451;m
4718;piez_15;piezometro;Não Realizada;;09/12/2005 09:00;;
4718;piez_16;piezometro;Não Realizada;;09/12/2005 09:00;;
4718;piez_20;piezometro;Realizada;;09/12/2005 09:00;964,662;m
4718;regua;regua do reservatorio;Realizada;;09/12/2005 09:00;963,47;m
4719;piez_01;piezometro;Não Realizada;;09/01/2006 09:00;;
4719;piez_02;piezometro;Realizada;;09/01/2006 09:00;916,01;m
4719;piez_05;piezometro;Realizada;;09/01/2006 09:00;939,336;m
4719;piez_06;piezometro;Não Realizada;;09/01/2006 09:00;;
4719;piez_07;piezometro;Realizada;;09/01/2006 09:00;927,294;m
4719;piez_08;piezometro;Realizada;;09/01/2006 09:00;918,486;m
4719;piez_09;piezometro;Não Realizada;;09/01/2006 09:00;;
4719;piez_10;piezometro;Não Realizada;;09/01/2006 09:00;;
4719;piez_11;piezometro;Realizada;;09/01/2006 09:00;919,721;m
4719;piez_12;piezometro;Não Realizada;;09/01/2006 09:00;;
4719;piez_13;piezometro;Não Realizada;;09/01/2006 09:00;;
4719;piez_14;piezometro;Realizada;;09/01/2006 09:00;924,331;m
4719;piez_15;piezometro;Não Realizada;;09/01/2006 09:00;;
4719;piez_16;piezometro;Não Realizada;;09/01/2006 09:00;;
4719;piez_18;piezometro;Não Realizada;;09/01/2006 09:00;;
4719;piez_19;piezometro;Realizada;;09/01/2006 09:00;963,874;m
4719;piez_20;piezometro;Realizada;;09/01/2006 09:00;965,87200;m
4719;regua;regua do reservatorio;Realizada;;09/01/2006 10:00;963,6;m
4720;piez_01;piezometro;Não Realizada;;20/02/2006 09:00;;
4720;piez_02;piezometro;Realizada;;20/02/2006 09:00;915,97;m
4720;piez_05;piezometro;Realizada;;20/02/2006 09:00;938,346;m
4720;piez_06;piezometro;Não Realizada;;20/02/2006 09:00;;
4720;piez_07;piezometro;Realizada;;20/02/2006 09:00;927,284;m
4720;piez_08;piezometro;Realizada;;20/02/2006 09:00;918,266;m
4720;piez_09;piezometro;Não Realizada;;20/02/2006 09:00;;
4720;piez_10;piezometro;Não Realizada;;20/02/2006 09:00;;
4720;piez_11;piezometro;Realizada;;20/02/2006 09:00;919,581;m
4720;piez_12;piezometro;Não Realizada;;20/02/2006 09:00;;
4720;piez_13;piezometro;Não Realizada;;20/02/2006 09:00;;
4720;piez_14;piezometro;Realizada;;20/02/2006 09:00;924,331;m
4720;piez_15;piezometro;Não Realizada;;20/02/2006 09:00;;
4720;piez_16;piezometro;Não Realizada;;20/02/2006 09:00;;
4720;piez_18;piezometro;Não Realizada;;20/02/2006 09:00;;
4720;piez_19;piezometro;Realizada;;20/02/2006 09:00;963,834;m
4720;piez_20;piezometro;Realizada;;20/02/2006 09:00;965,832;m
4720;regua;regua do reservatorio;Realizada;;20/02/2006 09:00;963,62;m
4721;piez_01;piezometro;Não Realizada;;13/03/2006 09:00;;
4721;piez_02;piezometro;Realizada;;13/03/2006 09:00;915,83;m
4721;piez_05;piezometro;Realizada;;13/03/2006 09:00;938,41600;m
4721;piez_06;piezometro;Não Realizada;;13/03/2006 09:00;;
4721;piez_07;piezometro;Realizada;;13/03/2006 09:00;927,344;m
4721;piez_08;piezometro;Realizada;;13/03/2006 09:00;919,266;m
4721;piez_09;piezometro;Não Realizada;;13/03/2006 09:00;;
4721;piez_10;piezometro;Não Realizada;;13/03/2006 09:00;;
4721;piez_11;piezometro;Realizada;;13/03/2006 09:00;919,311;m
4721;piez_12;piezometro;Não Realizada;;13/03/2006 09:00;;
4721;piez_13;piezometro;Não Realizada;;13/03/2006 09:00;;
4721;piez_14;piezometro;Realizada;;13/03/2006 09:00;924,461;m
4721;piez_15;piezometro;Não Realizada;;13/03/2006 09:00;;
4721;piez_16;piezometro;Não Realizada;;13/03/2006 09:00;;
4721;piez_18;piezometro;Não Realizada;;13/03/2006 09:00;;
4721;piez_19;piezometro;Realizada;;13/03/2006 09:00;963,674;m
4721;piez_20;piezometro;Realizada;;13/03/2006 09:00;965,792;m
4721;regua;regua do reservatorio;Realizada;;13/03/2006 09:00;963,81;m
4722;piez_01;piezometro;Não Realizada;;17/04/2006 09:00;;
4722;piez_02;piezometro;Realizada;;17/04/2006 09:00;916,06000;m
4722;piez_05;piezometro;Realizada;;17/04/2006 09:00;938,456;m
4722;piez_06;piezometro;Não Realizada;;17/04/2006 09:00;;
4722;piez_07;piezometro;Realizada;;17/04/2006 09:00;927,304;m
4722;piez_08;piezometro;Realizada;;17/04/2006 09:00;918,566;m
4722;piez_09;piezometro;Não Realizada;;17/04/2006 09:00;;
4722;piez_10;piezometro;Não Realizada;;17/04/2006 09:00;;
4722;piez_11;piezometro;Realizada;;17/04/2006 09:00;919,701;m
4722;piez_12;piezometro;Não Realizada;;17/04/2006 09:00;;
4722;piez_13;piezometro;Não Realizada;;17/04/2006 09:00;;
4722;piez_14;piezometro;Realizada;;17/04/2006 09:00;924,481;m
4722;piez_15;piezometro;Não Realizada;;17/04/2006 09:00;;
4722;piez_16;piezometro;Não Realizada;;17/04/2006 09:00;;
4722;piez_18;piezometro;Não Realizada;;17/04/2006 09:00;;
4722;piez_19;piezometro;Realizada;;17/04/2006 09:00;963,72400;m
4722;piez_20;piezometro;Realizada;;17/04/2006 09:00;965,842;m
4722;regua;regua do reservatorio;Realizada;;17/04/2006 09:00;964,04;m
4723;piez_01;piezometro;Não Realizada;;12/05/2006 09:00;;
4723;piez_02;piezometro;Realizada;;12/05/2006 09:00;916,09;m
4723;piez_05;piezometro;Realizada;;12/05/2006 09:00;938,706;m
4723;piez_06;piezometro;Não Realizada;;12/05/2006 09:00;;
4723;piez_07;piezometro;Realizada;;12/05/2006 09:00;927,374;m
4723;piez_08;piezometro;Realizada;;12/05/2006 09:00;918,396;m
4723;piez_09;piezometro;Não Realizada;;12/05/2006 09:00;;
4723;piez_10;piezometro;Não Realizada;;12/05/2006 09:00;;
4723;piez_11;piezometro;Realizada;;12/05/2006 09:00;919,621;m
4723;piez_12;piezometro;Não Realizada;;12/05/2006 09:00;;
4723;piez_13;piezometro;Não Realizada;;12/05/2006 09:00;;
4723;piez_14;piezometro;Realizada;;12/05/2006 09:00;924,451;m
4723;piez_15;piezometro;Não Realizada;;12/05/2006 09:00;;
4723;piez_16;piezometro;Não Realizada;;12/05/2006 09:00;;
4723;piez_18;piezometro;Não Realizada;;12/05/2006 09:00;;
4723;piez_19;piezometro;Realizada;;12/05/2006 09:00;964,154;m
4723;piez_20;piezometro;Realizada;;12/05/2006 09:00;965,782;m
4723;regua;regua do reservatorio;Realizada;;12/05/2006 09:00;964,0;m
4724;piez_01;piezometro;Não Realizada;;13/06/2006 09:00;;
4724;piez_02;piezometro;Realizada;;13/06/2006 09:00;915,83;m
4724;piez_05;piezometro;Realizada;;13/06/2006 09:00;938,686;m
4724;piez_06;piezometro;Não Realizada;;13/06/2006 09:00;;
4724;piez_07;piezometro;Realizada;;13/06/2006 09:00;927,424;m
4724;piez_08;piezometro;Realizada;;13/06/2006 09:00;918,216;m
4724;piez_09;piezometro;Não Realizada;;13/06/2006 09:00;;
4724;piez_10;piezometro;Não Realizada;;13/06/2006 09:00;;
4724;piez_11;piezometro;Realizada;;13/06/2006 09:00;919,531;m
4724;piez_12;piezometro;Não Realizada;;13/06/2006 09:00;;
4724;piez_13;piezometro;Não Realizada;;13/06/2006 09:00;;
4724;piez_14;piezometro;Realizada;;13/06/2006 09:00;924,261;m
4724;piez_15;piezometro;Não Realizada;;13/06/2006 09:00;;
4724;piez_16;piezometro;Realizada;;13/06/2006 09:00;955,135;m
4724;piez_18;piezometro;Não Realizada;;13/06/2006 09:00;;
4724;piez_19;piezometro;Realizada;;13/06/2006 09:00;963,704;m
4724;piez_20;piezometro;Realizada;;13/06/2006 09:00;965,422;m
4724;regua;regua do reservatorio;Realizada;;13/06/2006 09:00;963,62;m
4725;piez_01;piezometro;Não Realizada;;17/07/2006 09:00;;
4725;piez_02;piezometro;Realizada;;17/07/2006 09:00;915,99;m
4725;piez_05;piezometro;Realizada;;17/07/2006 09:00;938,816;m
4725;piez_06;piezometro;Não Realizada;;17/07/2006 09:00;;
4725;piez_07;piezometro;Realizada;;17/07/2006 09:00;927,404;m
4725;piez_08;piezometro;Realizada;;17/07/2006 09:00;918,126;m
4725;piez_09;piezometro;Não Realizada;;17/07/2006 09:00;;
4725;piez_10;piezometro;Não Realizada;;17/07/2006 09:00;;
4725;piez_11;piezometro;Realizada;;17/07/2006 09:00;919,441;m
4725;piez_12;piezometro;Não Realizada;;17/07/2006 09:00;;
4725;piez_13;piezometro;Não Realizada;;17/07/2006 09:00;;
4725;piez_14;piezometro;Realizada;;17/07/2006 09:00;924,051;m
4725;piez_15;piezometro;Não Realizada;;17/07/2006 09:00;;
4725;piez_16;piezometro;Realizada;;17/07/2006 09:00;955,125;m
4725;piez_18;piezometro;Não Realizada;;17/07/2006 09:00;;
4725;piez_19;piezometro;Realizada;;17/07/2006 09:00;963,654;m
4725;piez_20;piezometro;Realizada;;17/07/2006 09:00;965,392;m
4725;regua;regua do reservatorio;Realizada;;17/07/2006 09:00;963,51;m
4726;piez_01;piezometro;Não Realizada;;09/08/2006 09:00;;
4726;piez_02;piezometro;Realizada;;09/08/2006 09:00;915,98;m
4726;piez_05;piezometro;Realizada;;09/08/2006 09:00;938,716;m
4726;piez_06;piezometro;Não Realizada;;09/08/2006 09:00;;
4726;piez_07;piezometro;Realizada;;09/08/2006 09:00;927,414;m
4726;piez_08;piezometro;Realizada;;09/08/2006 09:00;917,986;m
4726;piez_09;piezometro;Não Realizada;;09/08/2006 09:00;;
4726;piez_10;piezometro;Não Realizada;;09/08/2006 09:00;;
4726;piez_11;piezometro;Realizada;;09/08/2006 09:00;919,461;m
4726;piez_12;piezometro;Não Realizada;;09/08/2006 09:00;;
4726;piez_13;piezometro;Não Realizada;;09/08/2006 09:00;;
4726;piez_14;piezometro;Realizada;;09/08/2006 09:00;924,04100;m
4726;piez_15;piezometro;Não Realizada;;09/08/2006 09:00;;
4726;piez_16;piezometro;Realizada;;09/08/2006 09:00;955,115;m
4726;piez_18;piezometro;Não Realizada;;09/08/2006 09:00;;
4726;piez_19;piezometro;Realizada;;09/08/2006 09:00;963,164;m
4726;piez_20;piezometro;Realizada;;09/08/2006 09:00;964,902;m
4726;regua;regua do reservatorio;Realizada;;09/08/2006 09:00;963,2;m
4727;piez_01;piezometro;Não Realizada;;11/09/2006 09:00;;
4727;piez_02;piezometro;Realizada;;11/09/2006 09:00;916,04000;m
4727;piez_05;piezometro;Realizada;;11/09/2006 09:00;938,796;m
4727;piez_06;piezometro;Não Realizada;;11/09/2006 09:00;;
4727;piez_07;piezometro;Realizada;;11/09/2006 09:00;927,354;m
4727;piez_08;piezometro;Realizada;;11/09/2006 09:00;917,706;m
4727;piez_09;piezometro;Não Realizada;;11/09/2006 09:00;;
4727;piez_10;piezometro;Não Realizada;;11/09/2006 09:00;;
4727;piez_11;piezometro;Realizada;;11/09/2006 09:00;919,271;m
4727;piez_12;piezometro;Não Realizada;;11/09/2006 09:00;;
4727;piez_13;piezometro;Não Realizada;;11/09/2006 09:00;;
4727;piez_14;piezometro;Realizada;;11/09/2006 09:00;924,011;m
4727;piez_15;piezometro;Não Realizada;;11/09/2006 09:00;;
4727;piez_16;piezometro;Realizada;;11/09/2006 09:00;955,095;m
4727;piez_18;piezometro;Não Realizada;;11/09/2006 09:00;;
4727;piez_19;piezometro;Realizada;;11/09/2006 09:00;962,814;m
4727;piez_20;piezometro;Realizada;;11/09/2006 09:00;964,412;m
4727;regua;regua do reservatorio;Realizada;;11/09/2006 09:00;963,0;m
4728;regua;regua do reservatorio;Realizada;;02/10/2006 09:00;963,0;m
4728;piez_01;piezometro;Não Realizada;;06/10/2006 09:00;;
4728;piez_02;piezometro;Realizada;;06/10/2006 09:00;915,98;m
4728;piez_05;piezometro;Realizada;;06/10/2006 09:00;938,816;m
4728;piez_06;piezometro;Não Realizada;;06/10/2006 09:00;;
4728;piez_07;piezometro;Realizada;;06/10/2006 09:00;927,244;m
4728;piez_08;piezometro;Realizada;;06/10/2006 09:00;917,646;m
4728;piez_09;piezometro;Não Realizada;;06/10/2006 09:00;;
